,full_text,date,employee_title,location,employee_status,review_title,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,Hosp_Name
62,"November 7, 2018
""Good place to work""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health part-time
Pros
Friendly staff, good benefits
Cons
Interesting chain of command, too many people above the boss.
Advice to Management
Make the chain of command more stream lined, do not have a boss report to so many people and then have all of them have department input.
Helpful",Wed Nov 07 2018 23:54:47 GMT-0500 (Eastern Standard Time),,,Current Employee ,Good place to work,4.0,4.0,5.0,4.0,4.0,2.0,Franciscan Health Olympia Fields
63,"November 15, 2018
Helpful (1)
""Monitor Tech""
Current Employee - Monitor Technician in Hammond, IN
Doesn't Recommend
Neutral Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for less than a year
Pros
My manager really cares about our department
Cons
The pay is not good and the staff is not friendly.
Helpful (1)",Thu Nov 15 2018 08:43:18 GMT-0500 (Eastern Standard Time), Monitor Technician,"Hammond, IN",Current Employee ,Monitor Tech,3.0,2.0,4.0,3.0,2.0,3.0,Franciscan Health Olympia Fields
64,"November 10, 2018
Helpful (1)
""Franciscan health employer review""
Current Employee - Anonymous Employee 
I have been working at Franciscan Health full-time
Pros
paid-time off earned every paycheck.
Cons
Pay isn't as great as other places.
Advice to Management
Pay your employees a better wage
Helpful (1)",Sat Nov 10 2018 23:15:43 GMT-0500 (Eastern Standard Time),,,Current Employee ,Franciscan health employer review,3.0,,,,,,Franciscan Health Olympia Fields
65,"October 22, 2018
""Satisfied Employee""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health full-time
Pros
Fair wage, close-knit community hospital
Cons
Sometimes feels like management does not really listen to employees
Advice to Management
Listen to employee needs!
Helpful",Mon Oct 22 2018 20:21:20 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Satisfied Employee,5.0,5.0,5.0,5.0,5.0,4.0,Franciscan Health Olympia Fields
66,"October 18, 2018
""Rn staff nurse""
Current Employee - Anonymous Employee 
I have been working at Franciscan Health full-time
Pros
Positive work environment and benefits.
Cons
Hours are long but minimal shifts
Helpful",Thu Oct 18 2018 16:13:03 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Rn staff nurse,5.0,,,,,,Franciscan Health Olympia Fields
67,"October 10, 2018
""Unorganized""
Former Employee - Anonymous Employee 
Doesn't Recommend
Disapproves of CEO
I worked at Franciscan Health part-time
Pros
Close to everything. Hours are good. And the patients are very nice.
Cons
Not always set hours. The management can be unorganized and take a long time to get back to employees. The protocols and work flows are different from office to office, but upper management expects every office to be on the same page. The training is rushed because they are short staffed. Most employees are from and live in Northwest Indiana. The HR department likes to mostly hire friends and family members or...
Show More
Helpful",Wed Oct 10 2018 18:42:43 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Unorganized,2.0,2.0,1.0,1.0,1.0,2.0,Franciscan Health Olympia Fields
68,"September 12, 2018
""Registered Nurse""
Current Employee - Registered Nurse in Indianapolis, IN
Recommends
Neutral Outlook
No opinion of CEO
I have been working at Franciscan Health full-time for more than 3 years
Pros
I love the general compassionate attitude that runs through the staff that work for Franciscan.
Cons
As a bedside med-surg nurse with 5 patients, I feel completely overworked daily. I do feel valued but still overworked, with no foreseeable change to this staffing set-up.
Advice to Management
Come work at the bedside, with 5 patients for a full 12-hr shift, multiple times. Then decide if this is the best thing for employees and patients.
Helpful",Wed Sep 12 2018 12:39:16 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Indianapolis, IN",Current Employee ,Registered Nurse,4.0,3.0,5.0,3.0,4.0,3.0,Franciscan Health Olympia Fields
69,"September 12, 2018
Helpful (1)
""Registered Nurse""
Former Employee - Anonymous Employee 
Doesn't Recommend
I worked at Franciscan Health full-time
Pros
Great education opportunities, Faith based practice, Great doctors in cardiac care.
Cons
Nurses in critical care units not receptive to newer nurses, do not handle ""conflict' well and talk about other nurses without addressing issues to nurse directly, lots of ""cliques"" that get heard by management but management does not actually observe the issues. Instead management allows nurses with more seniority to put in words, regardless of how true they are. Also has unrealistic expectations of staff for...
Show More
Advice to Management
Try to go out onto the unit to observe your nurses care instead of blindly listening to nurses who are reporting false observations. Quiet, newer nurses end up being bullied and do not know how to defend themselves and management doesn't stick up for these nurses at all.
Helpful (1)",Wed Sep 12 2018 19:19:34 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Registered Nurse,3.0,2.0,3.0,3.0,3.0,1.0,Franciscan Health Olympia Fields
70,"September 13, 2018
""Doctor""
Former Employee - Physician 
Doesn't Recommend
Positive Outlook
No opinion of CEO
I worked at Franciscan Health full-time for more than 5 years
Pros
I have worked here many years
Cons
I worked for them without a pay raise
Advice to Management
Listen to your staff more
Helpful",Thu Sep 13 2018 05:47:56 GMT-0400 (Eastern Daylight Time), Physician,,Former Employee ,Doctor,2.0,3.0,3.0,3.0,2.0,2.0,Franciscan Health Olympia Fields
71,"September 11, 2018
""Former Employee""
Former Employee - Anonymous Employee 
I worked at Franciscan Health full-time
Pros
Devoted employees. Caring physicians. It is a faith based organization.
Cons
Executive level management has no idea what is happening at these facilities. Statements are made but never carried out. No accountability at any level.
Advice to Management
Get out of your offices and work with your employees and patients.
Helpful",Tue Sep 11 2018 09:29:49 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Former Employee,3.0,4.0,2.0,4.0,5.0,1.0,Franciscan Health Olympia Fields
72,"August 22, 2018
""Structural Heart Clinic Coordinator""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health full-time for more than 3 years
Pros
Plenty of autonomy within this position.
Cons
This position is emotionally draining and demanding.
Helpful",Wed Aug 22 2018 10:26:39 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Structural Heart Clinic Coordinator,4.0,4.0,4.0,3.0,3.0,2.0,Franciscan Health Olympia Fields
73,"August 28, 2018
Helpful (1)
""Registered nurse: Over worked, too much micro managing""
Current Employee - Registered Nurse in Hammond, IN
Doesn't Recommend
Negative Outlook
Disapproves of CEO
I have been working at Franciscan Health full-time for more than a year
Pros
Supportive coworkers help out with questions.
Good PTO.
Cons
Security is the worst at any hospital I've ever been to. They are timid and lazy. They will avoid confrontation and side with the family, throwing nurses and staff under the bus. Same can be said of nursing service. 
Usually understaffed. Management frequently hit the floor with 6-8 admissions within 4 hours. Instead of fairly distributing admissions they just pick floor favorites. 
Computers are often broken...
Show More
Advice to Management
Listen to staff before implementing changes. 
Stop being so cheap and give more staff for nights.
Helpful (1)",Tue Aug 28 2018 14:31:59 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Hammond, IN",Current Employee ,"Registered nurse: Over worked, too much micro managing",2.0,1.0,1.0,3.0,1.0,1.0,Franciscan Health Olympia Fields
74,"July 19, 2018
""I've had a wonderful experience here -- feel part of the Franciscan Mission""
Current Employee - Anonymous Employee in Gary, IN
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health full-time for more than 10 years
Pros
The privilege of being part of the Franciscan mission
Cons
Can't think of any cons - I'm sure this varies by department.
Helpful",Thu Jul 19 2018 15:54:53 GMT-0400 (Eastern Daylight Time),,"Gary, IN",Current Employee ,I've had a wonderful experience here -- feel part of the Franciscan Mission,5.0,3.0,5.0,4.0,5.0,4.0,Franciscan Health Olympia Fields
75,"August 18, 2018
""downward trend""
Former Employee - Anonymous Employee 
Recommends
I worked at Franciscan Health full-time
Pros
Great frontline staff. Very hard working and dedicted
Cons
Recent changes in Senior Leadership were poor decisions. Current group are not knowledgable and are uncaring
Helpful",Sat Aug 18 2018 08:19:30 GMT-0400 (Eastern Daylight Time),,,Former Employee ,downward trend,1.0,1.0,1.0,,,,Franciscan Health Olympia Fields
76,"July 10, 2018
""PRN""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
No opinion of CEO
I have been working at Franciscan Health part-time
Pros
Good benefits are offered with this job, the staff I've encountered are all friendly, the hours at my department are flexible
Cons
Hiring process is slow, HR can be a pain to communicate with, the pay isn't great even after a degree
Helpful",Tue Jul 10 2018 19:32:27 GMT-0400 (Eastern Daylight Time),,,Current Employee ,PRN,4.0,5.0,5.0,3.0,4.0,,Franciscan Health Olympia Fields
77,"July 9, 2018
""Registered nurse""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health full-time
Pros
Teamwork, positive environment, culture, morals
Cons
I have not found any cons
Helpful",Mon Jul 09 2018 15:40:52 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Registered nurse,5.0,5.0,5.0,4.0,4.0,4.0,Franciscan Health Olympia Fields
78,"June 30, 2018
""Overall, a good place to work with a family feel""
Current Employee - Administrative Fellow in Hammond, IN
Recommends
Neutral Outlook
Approves of CEO
I have been working at Franciscan Health full-time for more than a year
Pros
Mission-oriented work environment. Wonderful people to work with.
Cons
Older buildings: not the shiny, new features that some other hospitals offer
Helpful",Sat Jun 30 2018 10:29:51 GMT-0400 (Eastern Daylight Time), Administrative Fellow,"Hammond, IN",Current Employee ,"Overall, a good place to work with a family feel",4.0,4.0,4.0,3.0,3.0,5.0,Franciscan Health Olympia Fields
79,"June 26, 2018
""RN""
Former Employee - Anonymous Employee 
I worked at Franciscan Health full-time
Pros
Great team to work with, everyone friendly
Cons
Budget cuts and staffing needs could be improved
Helpful",Tue Jun 26 2018 20:32:08 GMT-0400 (Eastern Daylight Time),,,Former Employee ,RN,4.0,,,,,,Franciscan Health Olympia Fields
80,"June 28, 2018
""Security officer.""
Former Employee - Security Officer in Chicago Heights, IL
Doesn't Recommend
Neutral Outlook
Disapproves of CEO
I worked at Franciscan Health full-time for more than 3 years
Pros
Met some great people to work with, learnt how to care for others rather than just yourself. Some challenging days.
Cons
Director was horrible with communication towards employees, doesn’t care about our safety just more so of a “ just do it”.
Advice to Management
Pick better upper management.
Helpful",Thu Jun 28 2018 05:07:39 GMT-0400 (Eastern Daylight Time), Security Officer,"Chicago Heights, IL",Former Employee ,Security officer.,3.0,5.0,2.0,2.0,3.0,1.0,Franciscan Health Olympia Fields
81,"May 29, 2018
""MA""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Franciscan Health full-time
Pros
Management is very good to work for, very helpful, listen to all concerns
Cons
need more room for advancement
Helpful",Tue May 29 2018 12:51:57 GMT-0400 (Eastern Daylight Time),,,Current Employee ,MA,4.0,3.0,3.0,5.0,3.0,5.0,Franciscan Health Olympia Fields
82,"May 24, 2018
""Lifeguard""
Former Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I worked at Franciscan Health part-time
Pros
- easy job
- good pay
- great high school job
Cons
- low hours
- high turn over
Helpful",Thu May 24 2018 12:56:56 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Lifeguard,5.0,5.0,5.0,4.0,5.0,5.0,Franciscan Health Olympia Fields
83,"May 21, 2018
""Registered Nurse""
Current Employee - Anonymous Employee 
I have been working at Franciscan Health full-time
Pros
Lots of overtime available for nurses
Cons
short staffed most of the time, management not involved in day to day activites.
Helpful",Mon May 21 2018 12:21:11 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Registered Nurse,4.0,3.0,3.0,4.0,3.0,2.0,Franciscan Health Olympia Fields
